meta_score,title,platform,date,user_score,link,esrb_rating,developers,genres
73,Total War: WARHAMMER II - The Queen & the Crone,PC,"May 31, 2018",8.5,/game/pc/total-war-warhammer-ii---the-queen-the-crone,,['Creative Assembly'],"['Strategy', 'Real-Time', 'Tactics']"
,SEGA Mega Drive and Genesis Classics,PC,"May 30, 2018",7.8,/game/pc/sega-mega-drive-and-genesis-classics,T,['Various'],"['Miscellaneous', 'Compilation']"
75,Sega Genesis Classics,PS4,"May 29, 2018",7.4,/game/playstation-4/sega-genesis-classics,T,"['Various', ' D3T Limited']","['Miscellaneous', 'Compilation']"
73,Sega Genesis Classics,XONE,"May 29, 2018",7.9,/game/xbox-one/sega-genesis-classics,T,"['Various', ' D3T Limited']","['Miscellaneous', 'Compilation']"
,Dynamite Headdy Classic,iOS,"Apr 18, 2018",,/game/ios/dynamite-headdy-classic,,['Sega'],"['Action', 'Platformer', '2D']"
83,Yakuza 6: The Song of Life,PS4,"Apr 17, 2018",8.4,/game/playstation-4/yakuza-6-the-song-of-life,M,['Ryu ga Gotoku Studios'],"['Action Adventure', 'Open-World']"
77,Football Manager Touch 2018,Switch,"Apr 13, 2018",6.8,/game/switch/football-manager-touch-2018,E,['Sports Interactive'],"['Sports', 'Team', 'Soccer', 'Management']"
,Panzer Dragoon Orta,X360,"Apr 13, 2018",8.3,/game/xbox-360/panzer-dragoon-orta,,['Smilebit'],"['Action', 'Shooter', 'Rail']"
,Hatsune Miku VR,PC,"Mar 8, 2018",,/game/pc/hatsune-miku-vr,,['Crypton Future Media'],"['Action', 'Rhythm', 'Music']"
,Total War: Rome II - Desert Kingdoms Culture Pack,PC,"Mar 8, 2018",,/game/pc/total-war-rome-ii---desert-kingdoms-culture-pack,,['Creative Assembly'],"['Strategy', 'Real-Time', 'General']"
78,Puyo Puyo Tetris,PC,"Feb 27, 2018",6.4,/game/pc/puyo-puyo-tetris,E10+,"['Sega', ' Sonic Team']","['Puzzle', 'Stacking']"
84,Total War: WARHAMMER II - Rise of the Tomb Kings,PC,"Jan 23, 2018",7.1,/game/pc/total-war-warhammer-ii---rise-of-the-tomb-kings,,['Creative Assembly'],"['Strategy', 'Real-Time', 'Tactics']"
,Sonic Forces: Super Sonic,PC,"Dec 22, 2017",,/game/pc/sonic-forces-super-sonic,E10+,['Sonic Team'],"['Action', 'Action Adventure', 'General', 'Platformer', '3D']"
,Sonic Forces: Super Sonic,PS4,"Dec 22, 2017",,/game/playstation-4/sonic-forces-super-sonic,E10+,['Sonic Team'],"['Action', 'Action Adventure', 'General', 'Platformer', '3D']"
,Hatsune Miku: Project Diva Future Tone - Extra Encore Pack,PS4,"Dec 14, 2017",,/game/playstation-4/hatsune-miku-project-diva-future-tone---extra-encore-pack,,['Sega'],"['Action', 'Rhythm', 'Music']"
62,Total War: Rome II - Empire Divided,PC,"Nov 30, 2017",5.7,/game/pc/total-war-rome-ii---empire-divided,,['Creative Assembly'],"['Strategy', 'Real-Time', 'General']"
,Football Manager Touch 2018,iOS,"Nov 23, 2017",,/game/ios/football-manager-touch-2018,,['Sega'],"['Sports', 'Team', 'Soccer', 'Management']"
82,Football Manager 2018,PC,"Nov 10, 2017",6.1,/game/pc/football-manager-2018,,['Sports Interactive'],"['Sports', 'Team', 'Football', 'Sim']"
,Football Manager Touch 2018,PC,"Nov 9, 2017",,/game/pc/football-manager-touch-2018,,['Sports Interactive'],"['Sports', 'Team', 'Soccer', 'Management']"
,Football Manager Mobile 2018,iOS,"Nov 9, 2017",,/game/ios/football-manager-mobile-2018,,['Sega'],"['Action', 'Sports', 'General', 'Team', 'Soccer', 'Management']"
,ESWAT: City Under Siege,iOS,"Nov 8, 2017",,/game/ios/eswat-city-under-siege,,['Sega'],"['Action', 'Platformer', '2D']"
57,Sonic Forces,Switch,"Nov 7, 2017",6.6,/game/switch/sonic-forces,E10+,['Sonic Team'],"['Action', 'Action Adventure', 'General', 'Platformer', '3D']"
62,Sonic Forces,XONE,"Nov 7, 2017",6.9,/game/xbox-one/sonic-forces,E10+,"['SegaSoft', ' Sonic Team']","['Action', 'Action Adventure', 'General', 'Platformer', '3D']"
57,Sonic Forces,PS4,"Nov 7, 2017",6.3,/game/playstation-4/sonic-forces,E10+,"['SegaSoft', ' Sonic Team']","['Action', 'Action Adventure', 'General', 'Platformer', '3D']"
56,Sonic Forces,PC,"Nov 7, 2017",6.0,/game/pc/sonic-forces,E10+,['Sonic Team'],"['Action', 'Action Adventure', 'General', 'Platformer', '3D']"
,Sonic Forces: Episode Shadow,PS4,"Nov 7, 2017",7.0,/game/playstation-4/sonic-forces-episode-shadow,E10+,['Sonic Team'],"['Action', 'Action Adventure', 'General', 'Platformer', '3D']"
,Sonic Forces: Episode Shadow,XONE,"Nov 7, 2017",7.9,/game/xbox-one/sonic-forces-episode-shadow,E10+,['Sonic Team'],"['Action', 'Action Adventure', 'General', 'Platformer', '3D']"
,Sonic Forces: Episode Shadow,PC,"Nov 7, 2017",7.5,/game/pc/sonic-forces-episode-shadow,E10+,['Sonic Team'],"['Action', 'Action Adventure', 'General', 'Platformer', '3D']"
,Sonic Forces: Episode Shadow,Switch,"Nov 7, 2017",6.7,/game/switch/sonic-forces-episode-shadow,E10+,['Sonic Team'],"['Action', 'Action Adventure', 'General', 'Platformer', '3D']"
,Motorsport Manager: Endurance Series,PC,"Nov 1, 2017",,/game/pc/motorsport-manager-endurance-series,,"['Playsport Games', ' Playsport Games Ltd']","['Simulation', 'Virtual', 'Career']"
,Sonic Forces: Speed Battle,iOS,"Nov 1, 2017",7.6,/game/ios/sonic-forces-speed-battle,,"['Sega', ' Hardlight Studio']","['Action', 'Racing', 'Platformer', 'Arcade', 'Other', '3D']"
,Total War: WARHAMMER II - Mortal Empires,PC,"Oct 26, 2017",7.7,/game/pc/total-war-warhammer-ii---mortal-empires,,['Creative Assembly'],"['Strategy', 'Real-Time', 'Tactics']"
,DecapAttack Classic,iOS,"Oct 25, 2017",,/game/ios/decapattack-classic,,['Sega'],"['Action', 'Platformer', '2D']"
,Beyond Oasis,iOS,"Oct 11, 2017",,/game/ios/beyond-oasis,,['Sega'],"['Role-Playing', 'Action RPG']"
87,Total War: WARHAMMER II,PC,"Sep 28, 2017",7.9,/game/pc/total-war-warhammer-ii,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'Tactics']"
80,Yakuza Kiwami,PS4,"Aug 29, 2017",7.9,/game/playstation-4/yakuza-kiwami,M,['Ryu ga Gotoku Studios'],"['Action Adventure', 'Open-World']"
,SEGA Slots,iOS,"Aug 23, 2017",,/game/ios/sega-slots,,['Fox Cub Games'],"['Miscellaneous', 'Gambling']"
86,Sonic Mania,PS4,"Aug 15, 2017",8.4,/game/playstation-4/sonic-mania,E,"['SegaSoft', ' Sega', ' PagodaWest Games']","['Action', 'Platformer', '2D']"
83,Sonic Mania,XONE,"Aug 15, 2017",8.3,/game/xbox-one/sonic-mania,E,"['SegaSoft', ' Sega', ' PagodaWest Games']","['Action', 'Platformer', '2D']"
84,Sonic Mania,PC,"Aug 15, 2017",8.5,/game/pc/sonic-mania,E,"['SegaSoft', ' Sega', ' PagodaWest Games']","['Action', 'Platformer', '2D']"
86,Sonic Mania,Switch,"Aug 15, 2017",8.6,/game/switch/sonic-mania,E,['Tantalus'],"['Action', 'Platformer', '2D']"
78,Total War: WARHAMMER - Norsca Race Pack,PC,"Aug 10, 2017",7.7,/game/pc/total-war-warhammer---norsca-race-pack,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
,Ristar,iOS,"Aug 9, 2017",,/game/ios/ristar,,['Sega'],"['Action', 'Platformer', '2D']"
,The Revenge of Shinobi,iOS,"Jul 26, 2017",,/game/ios/the-revenge-of-shinobi,,['Sega'],"['Action', 'Platformer', '2D']"
,WWE Tap Mania,iOS,"Jul 19, 2017",,/game/ios/wwe-tap-mania,,['Sega'],"['Sports', 'Individual', 'Combat', 'Wrestling']"
54,Valkyria Revolution,PS4,"Jun 27, 2017",5.7,/game/playstation-4/valkyria-revolution,T,['Media.Vision'],"['Role-Playing', 'Strategy', 'Turn-Based', 'Action RPG', 'Tactics']"
56,Valkyria Revolution,XONE,"Jun 27, 2017",4.9,/game/xbox-one/valkyria-revolution,T,"['SegaSoft', ' Sega']","['Role-Playing', 'Strategy', 'Turn-Based', 'Action RPG', 'Tactics']"
,Valkyria Revolution,VITA,"Jun 27, 2017",4.8,/game/playstation-vita/valkyria-revolution,T,['Sega'],"['Role-Playing', 'Strategy', 'Turn-Based', 'Action RPG', 'Tactics']"
,Comix Zone,iOS,"Jun 21, 2017",,/game/ios/comix-zone,,['Sega'],"['Action', 'Platformer', ""Beat-'Em-Up"", '2D']"
,Kid Chameleon,iOS,"Jun 21, 2017",,/game/ios/kid-chameleon,,['Sega'],"['Action', 'Platformer', '2D']"
,Crazy Taxi Gazillionaire,iOS,"May 31, 2017",,/game/ios/crazy-taxi-gazillionaire,,['Sega'],"['Strategy', 'Racing', 'General', 'Arcade', 'Automobile']"
78,Vanquish,PC,"May 25, 2017",9.0,/game/pc/vanquish,M,['PlatinumGames'],"['Action', 'Shooter', 'Third-Person', 'Arcade']"
80,Utawarerumono: Mask of Deception,VITA,"May 23, 2017",8.9,/game/playstation-vita/utawarerumono-mask-of-deception,M,['Aqua Plus'],"['Strategy', 'Adventure', 'Turn-Based', 'General']"
80,Endless Space 2,PC,"May 19, 2017",7.8,/game/pc/endless-space-2,E10+,['Amplitude Studios'],"['Strategy', 'Turn-Based', '4X']"
77,"Warhammer 40,000: Dawn of War III",PC,"Apr 27, 2017",4.6,/game/pc/warhammer-40000-dawn-of-war-iii,M,"['Relic', ' Relic Entertainment']","['Sci-Fi', 'Strategy', 'Real-Time', 'General']"
83,Puyo Puyo Tetris,PS4,"Apr 25, 2017",7.5,/game/playstation-4/puyo-puyo-tetris,E10+,"['Sega', ' Sonic Team']","['Puzzle', 'Stacking']"
81,Puyo Puyo Tetris,Switch,"Apr 25, 2017",8.1,/game/switch/puyo-puyo-tetris,E10+,['Sonic Team'],"['Puzzle', 'Matching', 'Stacking']"
90,Bayonetta,PC,"Apr 11, 2017",8.1,/game/pc/bayonetta,M,"['PlatinumGames', ' Nex Entertainment']","['Action Adventure', 'Linear']"
,Hatsune Miku: Project Diva Future Tone - 3rd Encore Pack,PS4,"Apr 4, 2017",,/game/playstation-4/hatsune-miku-project-diva-future-tone---3rd-encore-pack,E10+,['Sega'],"['Action', 'Rhythm', 'Music']"
,8-Bit Bayonetta,PC,"Mar 31, 2017",7.6,/game/pc/8-bit-bayonetta,,"['PlatinumGames', ' Bitbaboon']","['Action', 'Shooter', 'Arcade', ""Shoot-'Em-Up"", 'Horizontal']"
,Hatsune Miku: Project Diva Future Tone - 2nd Encore Pack,PS4,"Mar 7, 2017",,/game/playstation-4/hatsune-miku-project-diva-future-tone---2nd-encore-pack,E10+,['Sega'],"['Action', 'Rhythm', 'Music']"
,Total War: WARHAMMER - Bretonnia,PC,"Feb 28, 2017",6.8,/game/pc/total-war-warhammer---bretonnia,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
,Total War: WARHAMMER - Isabella von Carstein,PC,"Feb 28, 2017",,/game/pc/total-war-warhammer---isabella-von-carstein,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
,Hatsune Miku: Project Diva Future Tone - 1st Encore Pack,PS4,"Feb 7, 2017",,/game/playstation-4/hatsune-miku-project-diva-future-tone---1st-encore-pack,E10+,['Sega'],"['Action', 'Rhythm', 'Music']"
85,Yakuza 0,PS4,"Jan 24, 2017",8.6,/game/playstation-4/yakuza-0,M,['Ryu ga Gotoku Studios'],"['Action Adventure', 'Open-World']"
,War Pirates,iOS,"Jan 15, 2017",,/game/ios/war-pirates,,['Sega'],"['Role-Playing', 'General']"
84,Hatsune Miku: Project Diva Future Tone - Colorful Tone,PS4,"Jan 10, 2017",7.9,/game/playstation-4/hatsune-miku-project-diva-future-tone---colorful-tone,T,['Sega'],"['Action', 'Rhythm', 'Music']"
84,Hatsune Miku: Project Diva Future Tone - Future Sound,PS4,"Jan 10, 2017",7.7,/game/playstation-4/hatsune-miku-project-diva-future-tone---future-sound,T,['Sega'],"['Action', 'Rhythm', 'Music']"
,Hatsune Miku: Project Diva Future Tone,PS4,"Jan 10, 2017",7.5,/game/playstation-4/hatsune-miku-project-diva-future-tone,E10+,['Sega'],"['Action', 'Rhythm', 'Music']"
76,Total War: WARHAMMER - Realm of the Wood Elves,PC,"Dec 8, 2016",6.5,/game/pc/total-war-warhammer---realm-of-the-wood-elves,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
,Total War: WARHAMMER - Grey Wizard,PC,"Dec 8, 2016",,/game/pc/total-war-warhammer---grey-wizard,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
,Total War: WARHAMMER - Jade Wizard,PC,"Dec 8, 2016",,/game/pc/total-war-warhammer---jade-wizard,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
,Football Manager Mobile 2017,iOS,"Nov 16, 2016",,/game/ios/football-manager-mobile-2017,,['Sega'],"['Sports', 'Team', 'Soccer', 'Management']"
81,Motorsport Manager,PC,"Nov 9, 2016",8.2,/game/pc/motorsport-manager,E10+,"['Playsport Games', ' Playsport Games Ltd']","['Action', 'Simulation', 'General', 'Virtual', 'Career']"
,Football Manager Touch 2017,PC,"Nov 4, 2016",,/game/pc/football-manager-touch-2017,,['Sports Interactive'],"['Sports', 'Team', 'Soccer', 'Management']"
80,Football Manager 2017,PC,"Nov 4, 2016",5.5,/game/pc/football-manager-2017,E,['Sports Interactive'],"['Sports', 'Team', 'Soccer', 'Management']"
,Football Manager Touch 2017,iOS,"Nov 3, 2016",,/game/ios/football-manager-touch-2017,,['Sega'],"['Sports', 'Team', 'Soccer', 'Management']"
,Total War: WARHAMMER - Grombrindal The White Dwarf,PC,"Oct 22, 2016",,/game/pc/total-war-warhammer---grombrindal-the-white-dwarf,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
,Total War: Warhammer - The King and the Warlord,PC,"Oct 20, 2016",6.9,/game/pc/total-war-warhammer---the-king-and-the-warlord,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
,Total War: WARHAMMER - Wurrzag,PC,"Oct 20, 2016",,/game/pc/total-war-warhammer---wurrzag,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
61,Hatsune Miku VR: Future Live,PS4,"Oct 13, 2016",7.1,/game/playstation-4/hatsune-miku-vr-future-live,T,"['SegaSoft', ' Sega']","['Action', 'Rhythm', 'Music']"
,Kingdom Conquest: Dark Empire,iOS,"Oct 11, 2016",,/game/ios/kingdom-conquest-dark-empire,,['Hardlight Studio'],"['Strategy', 'Real-Time', 'MOBA']"
62,Sonic Boom: Fire & Ice,3DS,"Sep 27, 2016",7.2,/game/3ds/sonic-boom-fire-ice,E,['Sanzaru Games'],"['Action', 'Platformer', '2D', '3D']"
,Total War: WARHAMMER - The Grim and the Grave,PC,"Sep 1, 2016",5.8,/game/pc/total-war-warhammer---the-grim-and-the-grave,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
83,Hatsune Miku: Project Diva X,VITA,"Aug 30, 2016",8.0,/game/playstation-vita/hatsune-miku-project-diva-x,T,['Sega'],"['Action', 'Rhythm', 'Music']"
78,Hatsune Miku: Project Diva X,PS4,"Aug 30, 2016",7.4,/game/playstation-4/hatsune-miku-project-diva-x,T,['Sega'],"['Action', 'Rhythm', 'Music']"
72,Total War: WARHAMMER - Call of the Beastmen,PC,"Jul 28, 2016",4.5,/game/pc/total-war-warhammer---call-of-the-beastmen,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
,HELP: The Game,PC,"Jul 26, 2016",,/game/pc/help-the-game,,['Sports Interactive'],"['Miscellaneous', 'Party / Minigame']"
,Emily: Displaced,PC,"Jul 26, 2016",,/game/pc/emily-displaced,,['Bossa Studios'],"['Adventure', 'Text', 'Visual Novel']"
,BlockAid,PC,"Jul 26, 2016",,/game/pc/blockaid,,['SEGA Hardlight'],"['Puzzle', 'Action']"
,Octamari Rescue,PC,"Jul 26, 2016",,/game/pc/octamari-rescue,,['Sumo Digital'],"['Puzzle', 'Matching']"
,Malkia,PC,"Jul 26, 2016",,/game/pc/malkia,,['Sports Interactive'],"['Strategy', 'Management', 'Business / Tycoon']"
,10 Minute Tower,PC,"Jul 26, 2016",5.0,/game/pc/10-minute-tower,,['Team17'],"['Puzzle', 'Action']"
,NeverMine,PC,"Jul 26, 2016",,/game/pc/nevermine,,['Torn Banner Studios'],"['Action', 'General']"
,Anthelion,PC,"Jul 26, 2016",,/game/pc/anthelion,,['Rovio'],"['Action', 'Arcade']"
,Rise,Creative Assembly),"Jul 26, 2016",,/game/pc/rise-creative-assembly,,['Creative Assembly'],"['Puzzle', 'Action']"
,Splash Bash,PC,"Jul 26, 2016",,/game/pc/splash-bash,,['Rovio'],"['Action', 'Fighting', '2D']"
,Captain Curve's Intergalactic Space Adventure,PC,"Jul 26, 2016",,/game/pc/captain-curves-intergalactic-space-adventure,,['Curve Digital'],"['Miscellaneous', 'Party / Minigame']"
76,7th Dragon III Code: VFD,3DS,"Jul 12, 2016",7.9,/game/3ds/7th-dragon-iii-code-vfd,T,['Sega'],"['General', 'Role-Playing', 'Japanese-Style']"
86,Total War: WARHAMMER,PC,"May 24, 2016",7.4,/game/pc/total-war-warhammer,T,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
,Total War: WARHAMMER - Chaos Warriors,PC,"May 24, 2016",,/game/pc/total-war-warhammer---chaos-warriors,,['Creative Assembly'],"['Strategy', 'Turn-Based', 'General']"
84,Valkyria Chronicles Remastered,PS4,"May 17, 2016",8.2,/game/playstation-4/valkyria-chronicles-remastered,T,['Sega'],"['Strategy', 'Turn-Based', 'Tactics']"
73,Sega 3D Classics Collection,3DS,"Apr 26, 2016",7.6,/game/3ds/sega-3d-classics-collection,E10+,['M2'],"['Miscellaneous', 'Compilation']"
,Total War Battles: KINGDOM,PC,"Mar 24, 2016",2.6,/game/pc/total-war-battles-kingdom,,['Creative Assembly'],"['Historic', 'Strategy', 'Real-Time', 'General']"
67,Total War Battles: KINGDOM,iOS,"Mar 21, 2016",5.2,/game/ios/total-war-battles-kingdom,,"['Sega', ' Creative Assembly']","['Strategy', 'Real-Time', 'General']"
,Total War: Attila - Slavic Nations Culture Pack,PC,"Feb 25, 2016",,/game/pc/total-war-attila---slavic-nations-culture-pack,,['Creative Assembly'],"['Strategy', 'Real-Time', 'General']"
77,Total War: Attila - Age of Charlemagne,PC,"Dec 10, 2015",8.4,/game/pc/total-war-attila---age-of-charlemagne,,['Creative Assembly'],"['Strategy', 'Real-Time', 'General']"
83,Yakuza 5,PS3,"Dec 8, 2015",8.5,/game/playstation-3/yakuza-5,M,['Ryu ga Gotoku Studios'],"['Modern', 'Action Adventure', 'Open-World']"
,Football Manager Touch 2016,PC,"Nov 30, 2015",,/game/pc/football-manager-touch-2016,,['Sports Interactive'],"['Sports', 'Team', 'Soccer', 'Management']"
,Football Manager Touch 2016,iOS,"Nov 25, 2015",,/game/ios/football-manager-touch-2016,,['Sega'],"['Sports', 'Team', 'Soccer', 'Management']"
,Football Manager Mobile 2016,iOS,"Nov 19, 2015",,/game/ios/football-manager-mobile-2016,,['Sega'],"['Sports', 'Team', 'Soccer', 'Management']"
81,Football Manager 2016,PC,"Nov 13, 2015",7.1,/game/pc/football-manager-2016,E,['Sega'],"['Sports', 'Team', 'Soccer', 'Management']"
57,Sonic: Lost World,PC,"Nov 2, 2015",6.6,/game/pc/sonic-lost-world,,['Dimps Corporation'],"['Action', 'Platformer', '3D']"
,Alien: Isolation - The Collection,XONE,"Oct 27, 2015",7.4,/game/xbox-one/alien-isolation---the-collection,M,['Creative Assembly'],"['Action Adventure', 'General', 'Survival']"
87,3D Sonic the Hedgehog 2,3DS,"Oct 8, 2015",8.2,/game/3ds/3d-sonic-the-hedgehog-2,E,['M2'],"['Action', 'Platformer', '2D']"
60,Sonic Dash 2: Sonic Boom,iOS,"Oct 8, 2015",6.5,/game/ios/sonic-dash-2-sonic-boom,,['Hardlight Studio'],"['Action', 'Platformer', '3D']"
66,Dengeki Bunko: Fighting Climax,PS3,"Oct 6, 2015",8.0,/game/playstation-3/dengeki-bunko-fighting-climax,T,"['Sega', ' French-Bread']","['Action', 'Fighting', '2D']"
75,Dengeki Bunko: Fighting Climax,VITA,"Oct 6, 2015",8.3,/game/playstation-vita/dengeki-bunko-fighting-climax,T,"['Sega', ' French-Bread']","['Action', 'Fighting', '2D']"
,Total War: Attila - Empires of Sand Culture Pack,PC,"Sep 15, 2015",,/game/pc/total-war-attila---empires-of-sand-culture-pack,,['Creative Assembly'],"['Strategy', 'Real-Time', 'General']"
80,Hatsune Miku: Project Mirai DX,3DS,"Sep 8, 2015",8.2,/game/3ds/hatsune-miku-project-mirai-dx,E10+,['Sega'],"['Miscellaneous', 'Action', 'Rhythm', 'Music']"
80,Company of Heroes 2: The British Forces,PC,"Sep 2, 2015",6.3,/game/pc/company-of-heroes-2-the-british-forces,M,"['Relic', ' Relic Entertainment']","['Strategy', 'Real-Time', 'General']"
,Cranky Food Friends,iOS,"Aug 28, 2015",,/game/ios/cranky-food-friends,,['Sega'],"['Puzzle', 'Matching']"
89,3D Gunstar Heroes,3DS,"Aug 20, 2015",7.9,/game/3ds/3d-gunstar-heroes,E10+,['M2'],"['Action', 'Platformer', 'Shooter', '2D', ""Shoot-'Em-Up"", 'Horizontal']"
89,3D Streets of Rage II,3DS,"Jul 23, 2015",7.7,/game/3ds/3d-streets-of-rage-ii,E10+,['M2'],"['Action', ""Beat-'Em-Up"", '2D']"
,Puzzle & Glory,iOS,"Jul 23, 2015",,/game/ios/puzzle-glory,,['Demiurge Studios'],"['Puzzle', 'Matching']"
72,Tembo the Badass Elephant,PS4,"Jul 21, 2015",6.7,/game/playstation-4/tembo-the-badass-elephant,E10+,['Game Freak'],"['Action Adventure', 'General']"
70,Tembo the Badass Elephant,XONE,"Jul 21, 2015",6.8,/game/xbox-one/tembo-the-badass-elephant,E10+,['Game Freak'],"['Action Adventure', 'General']"
69,Tembo the Badass Elephant,PC,"Jul 21, 2015",7.3,/game/pc/tembo-the-badass-elephant,E10+,['Game Freak'],"['Action Adventure', 'General']"
,Rise of Knights,iOS,"Jul 16, 2015",,/game/ios/rise-of-knights,,['Three Rings'],"['Role-Playing', 'General']"
75,Heroki,iOS,"Jul 2, 2015",8.1,/game/ios/heroki,,['Sega'],"['Action', 'General']"
,Total War: Attila - The Last Roman Campaign Pack,PC,"Jun 25, 2015",,/game/pc/total-war-attila---the-last-roman-campaign-pack,,['Creative Assembly'],"['Strategy', 'Real-Time', 'General']"
51,Sonic Runners,iOS,"Jun 24, 2015",7.1,/game/ios/sonic-runners,,['Sonic Team'],"['Action', 'Platformer', '2D']"
74,3D Thunder Blade,3DS,"May 14, 2015",7.2,/game/3ds/3d-thunder-blade,E10+,['M2'],"['Scrolling', 'Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']"
81,3D Fantasy Zone II W,3DS,"Apr 16, 2015",7.0,/game/3ds/3d-fantasy-zone-ii-w,,,
85,Football Manager Classic 2015,iOS,"Apr 9, 2015",,/game/ios/football-manager-classic-2015,,['Sega'],"['Action', 'Sports', 'General', 'Team', 'Soccer', 'Management']"
,Eastside Hockey Manager,PC,"Mar 26, 2015",7.5,/game/pc/eastside-hockey-manager,,['Sports Interactive'],"['Sports', 'Team', 'Ice Hockey', 'Sim']"
,Total War: Attila - Celts Culture Pack,PC,"Mar 25, 2015",,/game/pc/total-war-attila---celts-culture-pack,,['Creative Assembly'],"['Strategy', 'Real-Time', 'General']"
87,3D Out Run,3DS,"Mar 12, 2015",8.1,/game/3ds/3d-out-run,E,['M2'],"['Driving', 'Racing', 'Arcade', 'Automobile']"
,Total War: Attila - Longbeards Culture Pack,PC,"Mar 4, 2015",,/game/pc/total-war-attila---longbeards-culture-pack,,['Creative Assembly'],"['Strategy', 'Real-Time', 'General']"
,Alien: Isolation - The Trigger,PC,"Mar 3, 2015",,/game/pc/alien-isolation---the-trigger,M,['Creative Assembly'],"['Action Adventure', 'General', 'Survival']"
,Alien: Isolation - The Trigger,PS3,"Mar 3, 2015",,/game/playstation-3/alien-isolation---the-trigger,M,['Creative Assembly'],"['Action Adventure', 'General', 'Survival']"
,Alien: Isolation - The Trigger,PS4,"Mar 3, 2015",,/game/playstation-4/alien-isolation---the-trigger,M,['Creative Assembly'],"['Action Adventure', 'General', 'Survival']"
,Alien: Isolation - The Trigger,X360,"Mar 3, 2015",,/game/xbox-360/alien-isolation---the-trigger,M,['Creative Assembly'],"['Action Adventure', 'General', 'Survival']"
,Alien: Isolation - The Trigger,XONE,"Mar 3, 2015",,/game/xbox-one/alien-isolation---the-trigger,M,['Creative Assembly'],"['Action Adventure', 'General', 'Survival']"
80,Total War: Attila,PC,"Feb 17, 2015",7.4,/game/pc/total-war-attila,T,['Creative Assembly'],"['Strategy', 'Real-Time', 'General', 'Historic']"
,Total War: Attila - Viking Forefathers Culture Pack,PC,"Feb 17, 2015",,/game/pc/total-war-attila---viking-forefathers-culture-pack,,['Creative Assembly'],"['Strategy', 'Real-Time', 'General']"
79,3D Fantasy Zone,3DS,"Feb 12, 2015",7.2,/game/3ds/3d-fantasy-zone,E,['M2'],"['Action', 'Shooter', 'Scrolling', ""Shoot-'Em-Up"", 'Vertical', 'Horizontal']"
,Alien: Isolation - Lost Contact,PC,"Feb 10, 2015",,/game/pc/alien-isolation---lost-contact,M,['Creative Assembly'],"['Action Adventure', 'General', 'Survival']"
,Alien: Isolation - Lost Contact,PS3,"Feb 10, 2015",,/game/playstation-3/alien-isolation---lost-contact,M,['Creative Assembly'],"['Action Adventure', 'General', 'Survival']"
,Alien: Isolation - Lost Contact,PS4,"Feb 10, 2015",,/game/playstation-4/alien-isolation---lost-contact,M,['Creative Assembly'],"['Action Adventure', 'General', 'Survival']"
,Alien: Isolation - Lost Contact,X360,"Feb 10, 2015",,/game/xbox-360/alien-isolation---lost-contact,M,['Creative Assembly'],"['Action Adventure', 'General', 'Survival']"
,Alien: Isolation - Lost Contact,XONE,"Feb 10, 2015",,/game/xbox-one/alien-isolation---lost-contact,M,['Creative Assembly'],"['Action Adventure', 'General', 'Survival']"
81,3D After Burner II,3DS,"Jan 15, 2015",7.8,/game/3ds/3d-after-burner-ii,E10+,['M2'],"['Action', 'Simulation', 'Flight', 'Shooter', 'Scrolling', 'Rail', ""Shoot-'Em-Up"", 'Combat', 'Vertical']"
,Alien: Isolation - Safe Haven,PC,"Jan 13, 2015",,/game/pc/alien-isolation---safe-haven,M,['Creative Assembly'],"['Action Adventure', 'Sci-Fi', 'General', 'Survival']"
,Alien: Isolation - Safe Haven,XONE,"Jan 13, 2015",,/game/xbox-one/alien-isolation---safe-haven,M,['Creative Assembly'],"['Action Adventure', 'Sci-Fi', 'General', 'Survival']"
,Alien: Isolation - Safe Haven,X360,"Jan 13, 2015",,/game/xbox-360/alien-isolation---safe-haven,M,['Creative Assembly'],"['Action Adventure', 'Sci-Fi', 'General', 'Survival']"
,Alien: Isolation - Safe Haven,PS4,"Jan 13, 2015",6.7,/game/playstation-4/alien-isolation---safe-haven,M,['Creative Assembly'],"['Action Adventure', 'Sci-Fi', 'General', 'Survival']"
,Alien: Isolation - Safe Haven,PS3,"Jan 13, 2015",,/game/playstation-3/alien-isolation---safe-haven,M,['Creative Assembly'],"['Action Adventure', 'Sci-Fi', 'General', 'Survival']"
